system:index,B11,B12,B3,B4,B5,B6,B7,B8,B8A,NBRI,NDMI,NDVI,NDWI,SAVI,VH,VH_variance,VV,VV_VH,VV_variance,class,latitude_209564535,longitude_209564535,.geo
0,0.02055,0.01265,0.13705,0.1481,0.13175,0.08365,0.09355,0.07105,0.0722,0.69773,0.55131006,-0.35158566,0.3171552,-0.16071056,-27.099796,3.3265066233302414,-22.511923,-0.09247561,1.3739284244708756,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06298868976833,-1.3117933024566883]}"
1,0.0203,0.01085,0.14855,0.1517,0.138,0.09155,0.10145,0.0784,0.0757,0.75686276,0.5886525,-0.31855717,0.30909893,-0.15059581,-26.74019,3.194377725747055,-22.528517,-0.08548374,1.037814633021469,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.05680322699118,-1.316307181111215]}"
2,0.0247,0.0151,0.1227,0.1239,0.1163,0.0914,0.1031,0.0819,0.0865,0.6886598,0.53658533,-0.20408161,0.19941348,-0.08926041,-29.43364,3.4568733652868295,-20.307478,-0.1834732,0.8210127886629266,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.38953404810768,-0.8279719493262593]}"
3,0.0174,0.0073,0.1221,0.1191,0.1099,0.1013,0.112,0.0825,0.0886,0.83741647,0.6516517,-0.18154758,0.19354838,-0.0782497,-28.230972,3.0689364571090323,-22.877201,-0.10475372,1.0377921078075663,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.32189338587162,-1.604859874689522]}"
4,0.00795,0.0053,0.06455,0.03735,0.03065,0.0282,0.0281,0.02275,0.0243,0.6221034,0.48208466,-0.24292845,0.4788087,-0.03910016,-28.172993,5.6168334215687,-20.980474,-0.14632778,0.8253539818013849,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.5135936152166,-2.135084904227412]}"
5,0.02075,0.00975,0.1533,0.15435,0.13355,0.0945,0.1027,0.07935,0.07875,0.7811448,0.5854146,-0.32092425,0.31785944,-0.15333241,-27.563473,2.6652036452391883,-22.988026,-0.090510614,1.0419699262879003,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06801494481635,-1.3069306038805257]}"
6,0.0334,0.0253,0.1427,0.1465,0.1344,0.0963,0.1053,0.0802,0.0903,0.5203792,0.41197184,-0.292457,0.2803948,-0.13685153,-28.192978,3.3547052695037434,-20.309908,-0.16252786,1.3499082424886808,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.82339026161654,-1.0182362747072362]}"
7,0.0261,0.0133,0.1513,0.153,0.13355,0.1043,0.1164,0.08835,0.0937,0.7383177,0.5439056,-0.26786825,0.26267475,-0.13080867,-27.708208,2.79918824776189,-23.17774,-0.08903182,0.9820200464481843,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06694128896939,-1.3097185458160665]}"
8,0.00615,0.0041,0.0588,0.03285,0.02755,0.0244,0.02415,0.02,0.01955,0.65975106,0.52963674,-0.243141,0.4923858,-0.034864794,-29.23401,5.854085885493873,-20.183548,-0.18314266,1.1501026860609187,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.50723288888274,-2.138819346616553]}"
9,0.00575,0.00405,0.06,0.0337,0.02795,0.02395,0.024,0.01965,0.0195,0.6582278,0.5472441,-0.26335523,0.5065913,-0.038086206,-27.698019,5.30790053966399,-20.488861,-0.14960834,1.3921866246118242,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.5008165931858,-2.1378528490511894]}"
10,0.0094,0.0069,0.065,0.0379,0.0325,0.0304,0.0302,0.0243,0.025,0.5576923,0.4421365,-0.21864954,0.45576707,-0.036286023,-26.90937,3.570704778547357,-20.982317,-0.12375956,1.5209510807553244,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.4591223804419,-2.1531643445538378]}"
11,0.0143,0.00975,0.0678,0.04285,0.0376,0.03615,0.03745,0.02825,0.03365,0.4868421,0.3278496,-0.20534459,0.4117647,-0.038347047,-28.175333,6.22364845863865,-20.323467,-0.16189815,1.176947932357308,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.47076017762723,-2.1498691877769183]}"
12,0.019,0.0107,0.1471,0.1499,0.1271,0.0899,0.1009,0.0777,0.0752,0.75791854,0.60703206,-0.31722322,0.3087189,-0.14884554,-26.62413,2.4236461685635504,-22.126286,-0.09226271,1.3642099849651192,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.05848752005943,-1.3182231776974371]}"
13,0.02555,0.0138,0.1261,0.12675,0.12325,0.0986,0.1146,0.0883,0.0863,0.7296768,0.5511638,-0.17879567,0.176306,-0.08065872,-27.179905,0.9450182083237072,-21.893606,-0.10772201,0.3804628167016091,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[102.66547065887468,-1.543991211236294]}"
14,0.0332,0.0249,0.1222,0.1333,0.1262,0.095,0.1086,0.0858,0.0959,0.5501355,0.4420168,-0.21679601,0.175,-0.0990822,-28.703379,2.7059620415834615,-20.662155,-0.16289146,0.9022165455983995,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.39132594039529,-0.8264710485455694]}"
15,0.0113,0.0103,0.0637,0.0382,0.0329,0.0354,0.0326,0.0264,0.0314,0.4386921,0.4005305,-0.18266252,0.41398445,-0.031349625,-28.82387,5.464760872008071,-20.930897,-0.15863752,2.609997424357895,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.47517234510352,-2.150988426131292]}"
16,0.0262,0.01425,0.14495,0.15115,0.13115,0.0957,0.1048,0.08525,0.085,0.71356785,0.529834,-0.2787648,0.25933972,-0.13423412,-27.109098,3.468896529030701,-23.111504,-0.0796007,1.6089305445574738,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06539717993716,-1.3117831327898895]}"
17,0.01745,0.0087,0.1465,0.157,0.1402,0.10825,0.1266,0.0951,0.0959,0.8323699,0.6899156,-0.2455375,0.21274836,-0.12345434,-26.889866,2.6649419487257973,-23.402033,-0.069351785,0.7883371048163497,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.32647447759285,-1.612662640772166]}"
18,0.02715,0.01765,0.1523,0.168,0.15065,0.1205,0.13635,0.10715,0.1032,0.7171474,0.5956813,-0.22115208,0.17402196,-0.11775139,-27.461012,2.9986719596427633,-22.947252,-0.089544065,0.8917799246767046,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.32676861160941,-1.6188642673819662]}"
19,0.0317,0.02015,0.1413,0.1433,0.11795,0.10305,0.11605,0.0921,0.0997,0.64097995,0.4878837,-0.2175021,0.21079688,-0.10443295,-27.683893,2.308117214185404,-22.31043,-0.10748146,1.098881835395332,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.83913980270248,-1.0858322749064722]}"
20,0.0273,0.0165,0.1662,0.1966,0.1708,0.1177,0.1298,0.1075,0.1035,0.733871,0.5949555,-0.29299572,0.21446837,-0.16621068,-27.543844,2.5329759554014686,-21.584135,-0.12130989,1.9234998663391423,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.16831653822261,-1.6989654505709273]}"
21,0.0062,0.00425,0.06175,0.035,0.02835,0.02555,0.0262,0.02145,0.0216,0.6692607,0.55153704,-0.24003543,0.484375,-0.036526192,-28.174389,4.053053440085989,-20.710516,-0.15268257,1.2362867026760966,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.49828671037403,-2.1369727078386536]}"
22,0.03785,0.0232,0.14315,0.15175,0.14115,0.09945,0.1106,0.08445,0.0856,0.56897354,0.38103026,-0.28492802,0.2579086,-0.13712306,-26.721626,3.558107980866424,-20.560896,-0.13029614,4.193801625449538,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.16595718011504,-1.6845352173961181]}"
23,0.0281,0.0176,0.15675,0.1722,0.1555,0.10795,0.1198,0.0916,0.08745,0.6776557,0.5304929,-0.30553448,0.26233137,-0.1582875,-27.44337,3.402232362956852,-22.562677,-0.09760209,1.2622855510145428,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.16579990463632,-1.6858571131370663]}"
24,0.00635,0.0043,0.0616,0.0358,0.0295,0.02445,0.02535,0.0204,0.0213,0.65182185,0.5252337,-0.27402133,0.502439,-0.041531816,-28.63851,5.292584486534963,-20.163012,-0.17367281,0.743150700701463,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.51155345433656,-2.134085617012793]}"
25,0.0248,0.0157,0.1598,0.1668,0.1517,0.1074,0.1185,0.09,0.0821,0.70293283,0.5679442,-0.2990654,0.2794235,-0.15221988,-29.6061,2.5858565054393097,-21.816086,-0.1514913,0.9009356870749912,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.1673144860648,-1.6912653320410238]}"
26,0.0066,0.0051,0.0596,0.0338,0.0282,0.0251,0.0249,0.0205,0.0207,0.6015625,0.51291513,-0.24493551,0.4881398,-0.035991333,-29.982336,4.804201827477669,-20.679108,-0.18363526,1.0830313010033592,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.50035811332997,-2.132452320454291]}"
27,0.0192,0.01245,0.1235,0.1177,0.1045,0.09765,0.10775,0.084,0.08305,0.7418351,0.627907,-0.16707984,0.19036144,-0.07203934,-28.021753,2.8043576673061352,-22.652174,-0.10596335,1.1604004279637365,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.31920806229415,-1.5952580014833224]}"
28,0.0202,0.0142,0.0679,0.038,0.0358,0.0378,0.0384,0.0344,0.0358,0.41563788,0.2600733,-0.049723726,0.32746822,-0.009433956,-28.10528,4.718497129165996,-19.861395,-0.17186691,0.8472312107000164,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.40063669067028,-1.7065585951738516]}"
29,0.0372,0.0245,0.1455,0.1574,0.1419,0.1129,0.1275,0.0983,0.1039,0.60097724,0.45092252,-0.23113021,0.19360131,-0.117308445,-28.165405,4.03167954616697,-22.344511,-0.11524259,1.1573812228563014,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.8412542139293,-1.0927064064185918]}"
30,0.04305,0.02315,0.1582,0.1742,0.1639,0.1171,0.1309,0.09915,0.10405,0.6214227,0.3945148,-0.27455643,0.22945403,-0.14556798,-27.46935,2.3505745983611064,-20.653873,-0.14162554,1.476911475844787,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.1687902656295,-1.699685972464334]}"
31,0.0073,0.0044,0.0596,0.0371,0.0309,0.0257,0.0251,0.0213,0.0217,0.6575875,0.48951048,-0.27054796,0.473424,-0.04244269,-27.89012,6.34038421677252,-20.122696,-0.16177817,0.8670999446727308,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.51218244051651,-2.1363900731058982]}"
32,0.0426,0.02845,0.1015,0.0767,0.0745,0.07815,0.0842,0.0729,0.0785,0.43857917,0.26233765,-0.0254011,0.16399083,-0.008774642,-26.128723,2.9238046751171396,-20.973955,-0.109436825,0.6775489088015263,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.58119778246628,-1.5923577280417016]}"
33,0.00605,0.00385,0.0608,0.03355,0.0284,0.0244,0.0237,0.0197,0.01965,0.6730361,0.53009707,-0.26009393,0.510559,-0.03755084,-27.198618,4.414153975175566,-19.459463,-0.16586953,1.0593690814372536,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.50769386067316,-2.1359847933561538]}"
34,0.0314,0.0261,0.1312,0.1181,0.0989,0.0795,0.0865,0.0766,0.0658,0.49172345,0.41851854,-0.21314844,0.26275265,-0.08960703,-28.44671,3.9002549747252857,-20.614,-0.15965341,1.2207867966401125,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.81625160258663,-1.0206938727781074]}"
35,0.0056,0.0038,0.058,0.0329,0.0273,0.0246,0.0236,0.0188,0.0188,0.6637168,0.5409836,-0.2727273,0.5104167,-0.038336057,-29.080359,4.358370443354279,-20.161688,-0.181119,1.3482575809990085,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.5065968966704,-2.133594681664318]}"
36,0.0073,0.0047,0.0646,0.038,0.0323,0.0289,0.0283,0.0234,0.0245,0.66548043,0.52443,-0.23778501,0.46818182,-0.039009616,-27.59379,4.568751503805838,-21.381208,-0.1268521,2.1636444013656444,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.46308058198963,-2.1510724044680014]}"
37,0.0229,0.0147,0.1531,0.1561,0.1377,0.096,0.1077,0.0866,0.086,0.70977294,0.58173513,-0.28636178,0.27743012,-0.14036624,-27.487661,2.8935763461184556,-21.761383,-0.11627185,1.1128697326100792,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.928706821247,-1.3596950641663939]}"
38,0.0269,0.0155,0.152,0.1711,0.1546,0.1225,0.1392,0.1048,0.1077,0.7423109,0.5914958,-0.24030447,0.18380061,-0.12817374,-27.53504,1.8611710022139694,-21.875504,-0.11454107,0.6133427302432229,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.2619676476315,-1.6497258541639828]}"
39,0.0269,0.01375,0.14525,0.14795,0.13295,0.0974,0.1094,0.0851,0.08375,0.72180074,0.51964283,-0.26968458,0.26112434,-0.12860648,-26.072233,2.3591649886775485,-22.213207,-0.07992109,0.8102819437894624,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06293291060692,-1.3103258717538964]}"
40,0.0338,0.0207,0.1564,0.1683,0.1527,0.1148,0.1264,0.1027,0.1109,0.66450566,0.50476193,-0.24206641,0.20725586,-0.12762646,-28.26014,2.665663539027193,-22.245544,-0.11908749,1.3035478851068376,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.16986959633468,-1.7013619600518566]}"
41,0.0344,0.0262,0.1413,0.1332,0.113,0.0848,0.0914,0.0745,0.0768,0.4796425,0.36822772,-0.28261918,0.30954584,-0.12441713,-29.483425,2.9719044038219713,-20.243198,-0.18582053,1.3214684484611041,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.81932428560458,-1.0192580753246123]}"
42,0.02925,0.0182,0.15615,0.1657,0.1507,0.1205,0.13605,0.10595,0.1081,0.70680624,0.5673077,-0.21995217,0.19152996,-0.11614723,-26.000109,1.9732714490621532,-22.248331,-0.07775954,0.7260924222525915,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.32234916273502,-1.6083876067930367]}"
43,0.0065,0.00465,0.0612,0.034,0.02825,0.02625,0.0267,0.0217,0.0218,0.64705884,0.53900707,-0.22082587,0.47647768,-0.03320137,-29.221926,5.692202508996293,-21.263418,-0.15763998,1.3268448703165443,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.49925542841262,-2.1323547071016242]}"
44,0.02345,0.01355,0.153,0.16985,0.14865,0.1026,0.1147,0.0896,0.08615,0.7372758,0.5851393,-0.30930817,0.26133555,-0.15850288,-26.944386,3.7122434243358953,-20.384516,-0.13860175,0.6987805046874769,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.67936867864876,-1.4798800108478756]}"
45,0.0215,0.0151,0.0788,0.0449,0.0386,0.0401,0.0415,0.0365,0.0377,0.41472867,0.25862068,-0.10319411,0.36686903,-0.021671828,-27.7532,4.965768564707901,-20.793503,-0.14336085,1.2253755990524553,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.39747115233818,-1.7085839876147106]}"
46,0.0237,0.0113,0.144,0.15355,0.13075,0.0954,0.1058,0.0829,0.08065,0.7600849,0.5553471,-0.29879466,0.2692816,-0.14389978,-27.838247,3.621048287145129,-23.231293,-0.09020944,0.9215781289075267,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06727633539398,-1.3083338451276965]}"
47,0.0267,0.0135,0.1517,0.1671,0.1511,0.1198,0.1362,0.1082,0.1049,0.778143,0.60415125,-0.21394841,0.1673721,-0.113955885,-27.664425,2.32558397827493,-22.211374,-0.10933257,0.9553268142821025,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.2624045612991,-1.6507515673379283]}"
48,0.02845,0.0139,0.13605,0.14015,0.1303,0.11415,0.13175,0.10765,0.10875,0.77128756,0.58192503,-0.13115415,0.116536744,-0.065191224,-25.797634,1.6335735289409286,-21.92841,-0.08107157,0.6807363667859647,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[102.11700195219642,-1.1268123827583476]}"
49,0.0083,0.0049,0.0634,0.0346,0.0292,0.0272,0.0265,0.0227,0.0212,0.64492756,0.46451613,-0.20767888,0.47270614,-0.032029428,-28.709316,4.818369055554996,-20.484419,-0.16719401,0.787319623092074,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.51686887457862,-2.1356851105928105]}"
50,0.009,0.00685,0.06425,0.03795,0.032,0.03135,0.03145,0.02535,0.02695,0.5745342,0.47598255,-0.19905214,0.43415177,-0.033552285,-28.042177,5.621916283268774,-20.635164,-0.15216552,0.9510406589132003,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.4686170569339,-2.1520839229976216]}"
51,0.0348,0.0273,0.1424,0.1585,0.1424,0.1176,0.1321,0.1042,0.1043,0.5847909,0.49928057,-0.20669967,0.15490673,-0.10679167,-28.107788,1.9179533311374826,-22.475922,-0.11133755,0.9471239546591761,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.84297440104143,-1.0988761771289]}"
52,0.01995,0.0088,0.15605,0.15465,0.13325,0.09475,0.10485,0.0794,0.07825,0.80045354,0.5983895,-0.3215125,0.3255468,-0.15377018,-26.294085,3.012786611737141,-22.342386,-0.08124969,1.097916082001504,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06818558033413,-1.3074865766592303]}"
53,0.01685,0.01015,0.14215,0.1495,0.13465,0.0921,0.10295,0.07955,0.07505,0.77369004,0.65041494,-0.30539185,0.28236356,-0.14392017,-29.989317,2.2914374789551935,-20.329601,-0.19196987,0.8079153379098329,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.20969352911722,-1.0650036678597667]}"
54,0.0205,0.01285,0.1378,0.1465,0.1297,0.0835,0.09295,0.0713,0.0733,0.694593,0.5533769,-0.3452709,0.31802964,-0.15714686,-26.61854,3.0232651413460587,-22.683887,-0.079806454,1.0732031916347846,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06226291740974,-1.313095363243866]}"
55,0.0206,0.0163,0.0699,0.046,0.0397,0.0405,0.0426,0.035,0.0382,0.3645224,0.2589928,-0.13580246,0.3326978,-0.028399311,-28.187716,5.208982518148787,-20.788431,-0.15107936,2.4878458107491497,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.47190489419239,-2.1533103385268495]}"
56,0.0346,0.0253,0.1463,0.1561,0.1417,0.1153,0.1284,0.1038,0.1092,0.6080558,0.5,-0.20123127,0.16993204,-0.10323728,-27.19468,2.7071177099569894,-22.71844,-0.08968062,1.003375990271536,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.84282783879466,-1.0949021353406299]}"
57,0.03065,0.0199,0.14315,0.1514,0.1412,0.10485,0.1191,0.0923,0.1004,0.6452763,0.50142336,-0.2425113,0.21596944,-0.119201295,-27.606838,2.467585317069876,-22.659054,-0.09843222,1.162292819481081,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.83947088409047,-1.0902595350555357]}"
58,0.0226,0.0148,0.1543,0.1527,0.1372,0.0996,0.1107,0.0861,0.0866,0.70664024,0.5841766,-0.2788945,0.28369388,-0.13521929,-28.396055,2.640887723873334,-21.600395,-0.13592283,1.2962795184842453,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.83480256514669,-1.3906558871650574]}"
59,0.0088,0.00655,0.0664,0.039,0.0328,0.0291,0.02845,0.02345,0.0238,0.56333333,0.45426357,-0.24899921,0.4780189,-0.041470356,-27.569164,5.896909002931484,-20.813559,-0.13962846,1.2933115752411386,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.46917694239173,-2.149058588946388]}"
60,0.0077,0.00525,0.0649,0.0378,0.0306,0.02825,0.02865,0.0226,0.02355,0.62298024,0.4917492,-0.2516556,0.48342857,-0.04068522,-28.316326,4.871226415575137,-19.932936,-0.1737517,0.860211786704042,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.51334876962672,-2.135144289081127]}"
61,0.01925,0.0122,0.1474,0.16375,0.144,0.1013,0.11235,0.08575,0.07965,0.7508933,0.6333333,-0.31262523,0.2644221,-0.15610406,-29.35054,3.040506795595411,-22.275337,-0.13704759,1.1593623480975452,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.16389607668786,-1.6790169837754145]}"
62,0.0297,0.0187,0.156,0.1671,0.1522,0.1076,0.1182,0.0892,0.0848,0.6533828,0.5004205,-0.3039407,0.2724307,-0.15450218,-28.33091,2.553428018426632,-21.696552,-0.13261431,0.9114284470279728,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.16715838552228,-1.6912338065428063]}"
63,0.02445,0.01785,0.14385,0.1488,0.1342,0.1096,0.12375,0.0934,0.0978,0.6791011,0.5850658,-0.22873658,0.21264488,-0.11196443,-27.099375,2.805351322775323,-23.4745,-0.07167484,0.6967942152444948,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.32447479843248,-1.606009944013216]}"
64,0.03795,0.02735,0.14295,0.15375,0.1385,0.1052,0.11945,0.09525,0.10195,0.5538336,0.43018016,-0.23493975,0.20025186,-0.11715621,-27.528013,2.4459816951329003,-22.232073,-0.10642947,1.4500310185742933,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.8433178207581,-1.093551364329487]}"
65,0.0207,0.0138,0.0806,0.0475,0.0442,0.044,0.0487,0.0439,0.0456,0.5216638,0.35913315,-0.039387282,0.2947791,-0.00913087,-27.937992,2.927749348476046,-22.48317,-0.108185165,1.813351735796914,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.78886578518696,-2.6273010720621586]}"
66,0.009,0.0068,0.0649,0.0385,0.0332,0.0302,0.0289,0.0242,0.0243,0.5612903,0.45783135,-0.22807017,0.45679015,-0.038119778,-27.932844,4.91503184841531,-20.445192,-0.15477377,1.86043319857734,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.47606271125055,-2.1508384323434413]}"
67,0.029,0.0157,0.1463,0.152,0.1355,0.1144,0.1281,0.1029,0.1074,0.7352445,0.56027293,-0.19262455,0.17415732,-0.09756259,-27.356974,2.695989024027398,-22.405277,-0.099507086,0.9157271196349654,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06592525387333,-1.3095035049576578]}"
68,0.02,0.0102,0.14115,0.15225,0.13825,0.09175,0.10195,0.0792,0.07685,0.7718121,0.5967742,-0.31561893,0.28114364,-0.14980519,-28.299492,2.5318016935248315,-22.565243,-0.11273526,1.1683595902158572,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.05608868685687,-1.316883857734577]}"
69,0.0176,0.0103,0.143,0.1495,0.1356,0.0984,0.1073,0.0855,0.0772,0.7849687,0.6585839,-0.27234042,0.25164115,-0.13061224,-27.858902,2.0729112427248424,-20.4152,-0.1541966,0.8554789117756911,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.21044861502233,-1.064126137780355]}"
70,0.026,0.0159,0.1395,0.1505,0.1342,0.0994,0.1125,0.0856,0.0914,0.6866995,0.53405017,-0.2748835,0.23944914,-0.13225104,-26.877766,2.4217552284903263,-20.981186,-0.12320748,0.7507907007515087,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.67390165679079,-1.4813468741789932]}"
71,0.0383,0.0262,0.1412,0.1574,0.1425,0.0999,0.1106,0.0935,0.1019,0.56223893,0.4188164,-0.2546831,0.20323817,-0.12764682,-27.662127,2.210699328430593,-22.313782,-0.107018486,1.0867696253371548,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.84207002152624,-1.0913197459548838]}"
72,0.0223,0.0109,0.1483,0.1629,0.1461,0.1118,0.1247,0.0952,0.0971,0.7945335,0.6204255,-0.26230142,0.21806982,-0.1339533,-28.25366,3.0213919018413358,-23.100126,-0.10035353,0.904012946247704,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.32474514293672,-1.6090836094489986]}"
73,0.0138,0.0074,0.06635,0.0418,0.0358,0.0326,0.0314,0.0282,0.0266,0.58426964,0.34285715,-0.1942857,0.4034902,-0.03578947,-29.098585,4.811956052084469,-20.397058,-0.1758039,2.0657959142647258,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.47236894298028,-2.1519355611196644]}"
74,0.0431,0.0283,0.1367,0.13305,0.12515,0.1088,0.12255,0.09975,0.1077,0.5579851,0.39656982,-0.14304124,0.15626985,-0.06816321,-26.738327,2.2074142972908533,-21.800337,-0.10173311,1.2476149305241506,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.82582255853148,-1.396474598394508]}"
75,0.0064,0.0051,0.0611,0.0352,0.0289,0.0254,0.0258,0.0209,0.0219,0.6076923,0.53113556,-0.25490198,0.49024388,-0.0385722,-28.439384,4.828050088835894,-20.539133,-0.16130032,1.355567126655643,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.49790234603874,-2.1346089150518663]}"
76,0.0333,0.0234,0.1543,0.167,0.1518,0.1225,0.1415,0.1119,0.1121,0.654102,0.5413223,-0.19756183,0.15927875,-0.10611117,-27.531855,3.0547477068404305,-22.599323,-0.09839252,0.8499740940330014,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.32781274563838,-1.619493330558269]}"
77,0.0297,0.0203,0.15985,0.1722,0.15305,0.10685,0.12075,0.0939,0.0897,0.6444833,0.51941746,-0.29425025,0.25990146,-0.15330896,-28.222034,2.9263887046367927,-21.7512,-0.129486,1.0123701669121488,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.68748793785926,-1.4757386836506647]}"
78,0.0392,0.0252,0.1428,0.1603,0.1423,0.1125,0.1274,0.097,0.1067,0.58756137,0.42437592,-0.24601631,0.19099249,-0.12537964,-27.369892,2.2267466576581967,-22.398016,-0.09990124,0.9679944041270403,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.83739184273594,-1.085675820202686]}"
79,0.022,0.0134,0.1528,0.153,0.1278,0.09755,0.1083,0.0899,0.0815,0.7405615,0.6067918,-0.25977767,0.25916767,-0.1274061,-27.947603,2.5794001288862205,-21.711369,-0.12558126,0.7836612857040564,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.83219392328138,-1.3922944375378647]}"
80,0.0279,0.0191,0.1511,0.163,0.1483,0.1108,0.1261,0.0955,0.0937,0.6666667,0.547812,-0.26112187,0.22546633,-0.13348715,-29.091259,2.0272051123268398,-22.370977,-0.13058667,0.7569541760017557,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.26963340572073,-1.6451394907153118]}"
81,0.02235,0.0136,0.15715,0.1551,0.13875,0.0993,0.1098,0.08615,0.0879,0.7273183,0.5880184,-0.28580314,0.2918208,-0.13952783,-27.144297,2.042849429013714,-21.756887,-0.11016931,1.226420432865685,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.83513028157968,-1.3912444150418146]}"
82,0.0255,0.01155,0.14685,0.1514,0.13355,0.09655,0.1071,0.08325,0.08695,0.7563291,0.53103447,-0.29043254,0.27640158,-0.1391479,-27.213074,2.541576921000029,-21.966393,-0.106684394,0.7386418823039378,0,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06692229134038,-1.3073231679604813]}"
