system:index,B11,B12,B3,B4,B5,B6,B7,B8,B8A,NBRI,NDMI,NDVI,NDWI,SAVI,VH,VH_variance,VV,VV_VH,VV_variance,class,latitude_209564535,longitude_209564535,.geo
1991,0.13035,0.048,0.0837,0.0509,0.0753,0.19715,0.27055,0.25515,0.3097,0.68332505,0.32373542,0.6673746,-0.5059761,0.38009426,-13.341463,0.46797720124483533,-6.3899875,-0.35230434,0.3583349041420387,1,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[102.66119525633987,-1.1617985842275298]}"
1992,0.1167,0.0417,0.08645,0.055,0.0811,0.21345,0.29615,0.24165,0.341,0.70566434,0.34868145,0.62919265,-0.4730265,0.3514404,-13.855246,0.3462477872147171,-7.659495,-0.287977,0.3922320489194533,1,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.28918701416966,-1.3051627965444565]}"
1993,0.124,0.0504,0.0667,0.0436,0.0743,0.1873,0.2384,0.2131,0.2658,0.61745733,0.26431328,0.66030383,-0.5232309,0.33599842,-13.164483,0.29852724533066777,-7.86678,-0.25189656,0.29989384096087135,1,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[102.04044881297438,-2.7458008886388847]}"
1994,0.13055,0.0444,0.0878,0.05795,0.08085,0.2293,0.30835,0.30625,0.35715,0.746756,0.4022436,0.68176824,-0.55437124,0.43097663,-13.4607935,0.44891399383505615,-6.7088795,-0.33475575,0.47227316865408664,1,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.23679794313996,-1.316311673015856]}"
1995,0.126,0.0447,0.0942,0.0604,0.08075,0.2054,0.28155,0.26165,0.32445,0.7081769,0.34992903,0.62490296,-0.47056344,0.3672222,-13.21799,0.3924221686623639,-6.8493686,-0.31736222,0.33901475193118014,1,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.31158717626535,-1.2969658484068782]}"
1996,0.1203,0.0466,0.0881,0.0566,0.0832,0.2008,0.2624,0.2456,0.3032,0.6810404,0.3424433,0.62541366,-0.4719808,0.35340315,-13.5190735,0.4057566364840284,-7.2195582,-0.3037575,0.33833117229545806,1,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.20476358389678,-1.471903785582281]}"
1997,0.12285,0.04965,0.07445,0.0487,0.0777,0.18935,0.23715,0.2284,0.2648,0.64287,0.30049822,0.64850235,-0.50833744,0.34686655,-14.030367,0.3262426322041776,-7.9785843,-0.27496913,0.27522195962908097,1,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[102.03958771702494,-2.7428065257053094]}"
1998,0.119,0.04435,0.08395,0.0533,0.07495,0.19585,0.25495,0.27225,0.2888,0.71983576,0.39169326,0.67255414,-0.5286356,0.3978257,-15.804209,0.5104946415305331,-8.650635,-0.29252177,0.47490964117441337,1,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[101.31713041408297,-2.2721959123663096]}"
1999,0.1087,0.0368,0.0837,0.0545,0.0748,0.1876,0.2618,0.2245,0.3007,0.7183314,0.347539,0.60931903,-0.4568462,0.32734275,-14.405279,0.39189160125924616,-8.265451,-0.2708262,0.34562777879132334,1,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.23462148060617,-1.5404721455839088]}"
2000,0.1073,0.0384,0.0911,0.0589,0.0795,0.1904,0.2586,0.2559,0.3001,0.7390418,0.40914097,0.6257942,-0.47492796,0.36266568,-12.917927,0.3636846376033181,-7.350987,-0.2746541,0.34846279610667086,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.26468479687641,-0.9869249295714713]}"
2001,0.1244,0.0451,0.0921,0.0576,0.0857,0.2182,0.2966,0.2666,0.3391,0.7106192,0.3636829,0.6446638,-0.48647895,0.38036886,-13.284535,0.48101344013475966,-7.1014776,-0.303299,0.3477000380030173,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06387376919382,-1.6068602489219825]}"
2002,0.1272,0.0469,0.0867,0.058,0.0832,0.2316,0.3064,0.2709,0.3503,0.70484585,0.36096457,0.64730924,-0.51510066,0.38526964,-13.587476,0.42326241113835295,-7.7352805,-0.27445772,0.3063646024813913,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.07401814004487,-1.6057864988287356]}"
2003,0.10625,0.0357,0.09125,0.05745,0.0768,0.19305,0.25605,0.2417,0.2859,0.7426099,0.38928005,0.6159117,-0.45186964,0.3458362,-13.777354,0.3614040425179799,-8.315739,-0.24720919,0.3504095838867176,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.21491507096894,-0.9946476798418453]}"
2004,0.1205,0.0485,0.0972,0.0665,0.09445,0.2033,0.27395,0.24715,0.3155,0.67190933,0.34448525,0.57596046,-0.43545812,0.33303633,-14.1635895,0.4795858834018425,-7.2683644,-0.32172638,0.27241555619988045,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.14915954890256,-1.6227385241677856]}"
2005,0.13625,0.0483,0.0932,0.05915,0.0902,0.2401,0.3267,0.29435,0.37525,0.7180797,0.36716208,0.66534656,-0.5190298,0.41335675,-13.710193,0.38543304341004614,-7.1738715,-0.31298128,0.35450088990794626,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.12587284420658,-1.5317104843669664]}"
2006,0.1239,0.04795,0.09265,0.0608,0.0842,0.2039,0.26695,0.2505,0.30765,0.67867315,0.33814102,0.60938,-0.46000293,0.35073337,-13.471659,0.3923504685572965,-7.6280613,-0.27695143,0.4311970108109371,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.2121444277109,-1.0156437135133334]}"
2007,0.1242,0.042,0.09025,0.05505,0.08575,0.2328,0.33185,0.32755,0.37835,0.7726965,0.45013833,0.7122321,-0.5679751,0.4631203,-12.926294,0.34138439050101965,-6.5578437,-0.3268531,0.30575769163396416,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.08924975144743,-1.5687048813024242]}"
2008,0.1566,0.0549,0.10255,0.0618,0.1009,0.28065,0.39455,0.3549,0.45285,0.7320644,0.3876833,0.70338374,-0.551645,0.47960076,-13.848956,0.42512094900277475,-7.6994276,-0.28538236,0.33743014753926737,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.10368465843938,-1.573026829821273]}"
2009,0.1647,0.0618,0.0905,0.0584,0.0898,0.2375,0.3168,0.2888,0.3555,0.6474615,0.2736494,0.6635945,-0.52280515,0.407932,-13.648909,0.3596074636091089,-7.904795,-0.26650238,0.4669112026334332,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[102.50622660733418,-1.631932578179812]}"
2010,0.1405,0.0473,0.0931,0.0572,0.0918,0.2533,0.3606,0.3666,0.409,0.77144235,0.4458687,0.73006135,-0.59495324,0.5023815,-14.380174,0.46206196874287286,-8.525428,-0.25560325,0.41289194704813426,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.09011952819883,-1.5738904263999394]}"
2011,0.1372,0.0472,0.0909,0.0577,0.09,0.2386,0.32255,0.29625,0.37405,0.72514194,0.36693966,0.6739652,-0.5304146,0.41902333,-14.519876,0.4090620682697548,-7.9028783,-0.2951019,0.36729889581762976,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.085020363254,-1.571764035220705]}"
2012,0.1331,0.044,0.089,0.0564,0.088,0.2412,0.3387,0.2882,0.3763,0.7350993,0.36814618,0.6726639,-0.5281018,0.41167414,-13.464424,0.40964263867441747,-7.2712264,-0.2986739,0.4311931674682352,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.09784100790782,-1.5691784912421816]}"
2013,0.1113,0.03935,0.08185,0.0497,0.0722,0.20465,0.2698,0.2445,0.31125,0.7227409,0.37436762,0.6621346,-0.4983913,0.3679174,-13.198909,0.4026397449083703,-7.4648147,-0.27749565,0.36249327750620797,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.58939897206594,-1.223687788824175]}"
2014,0.12425,0.0479,0.0814,0.05275,0.0781,0.2135,0.28355,0.2612,0.3206,0.69006795,0.35529903,0.66395926,-0.5248103,0.38414523,-13.741993,0.4196828393202689,-7.783319,-0.2768217,0.3366802331280532,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.16085371097633,-1.4226116738030765]}"
2015,0.1144,0.04115,0.08555,0.05305,0.0786,0.1988,0.26485,0.25,0.3039,0.71732783,0.37211856,0.64989275,-0.49009088,0.3678787,-14.733797,0.42374661270915226,-9.041351,-0.23942837,0.38761792081360724,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.22880609964044,-1.0173288641069407]}"
2016,0.12435,0.04775,0.0979,0.066,0.0897,0.22835,0.30315,0.28715,0.3552,0.71484023,0.39562577,0.6262211,-0.4914946,0.38882378,-13.19639,0.365941914810449,-7.0912275,-0.3009305,0.37069071204010484,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.15768337093677,-1.6237258364441969]}"
2017,0.1322,0.0441,0.0866,0.0545,0.0868,0.2409,0.326,0.2914,0.3768,0.73710877,0.3758262,0.68488,-0.54179895,0.4200851,-13.138339,0.432669173608204,-7.032478,-0.30270767,0.4031445117512238,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.08768447666557,-1.5773312934597086]}"
2018,0.1254,0.0432,0.08775,0.0569,0.0838,0.2276,0.3123,0.2951,0.35515,0.74460536,0.40356717,0.6767046,-0.54159594,0.4193662,-12.530904,0.449647136482902,-7.070925,-0.27854437,0.30090580738811923,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.11327194661531,-1.553504141214812]}"
2019,0.1053,0.0407,0.089,0.0587,0.0789,0.192,0.2541,0.2335,0.2898,0.7031364,0.37839434,0.5982204,-0.448062,0.33097702,-12.492725,0.4047521864954125,-6.159599,-0.3395355,0.3540459504868352,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.59215151217703,-1.20193105861063]}"
2020,0.116,0.0401,0.091,0.05765,0.0815,0.1983,0.26115,0.2354,0.2871,0.70889294,0.33978376,0.60655177,-0.44240198,0.33620203,-13.503765,0.3769310569150406,-8.101185,-0.25006217,0.38047165204463607,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.23430910659674,-1.0123199389593165]}"
2021,0.1171,0.0463,0.0962,0.0624,0.0899,0.2207,0.2943,0.2706,0.3282,0.70779425,0.39592466,0.62522525,-0.47546348,0.37490997,-12.9319935,0.3808274398432019,-7.1813655,-0.28591087,0.41172974631375503,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.27027225735846,-0.9872198398216591]}"
2022,0.1432,0.0507,0.0924,0.0575,0.092,0.2489,0.341,0.3009,0.3829,0.7116041,0.35510024,0.6791295,-0.5301297,0.4253262,-13.010985,0.4393710940752224,-7.377537,-0.2763049,0.3533918839384569,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.05665346408946,-1.5980323985667508]}"
2023,0.1337,0.04715,0.09575,0.05945,0.0863,0.23865,0.33055,0.31805,0.38835,0.7417853,0.40807968,0.6850331,-0.53721607,0.4420513,-13.662677,0.4107404904518859,-6.801877,-0.33525285,0.42532026423865865,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.09609368229415,-1.5779745069295548]}"
2024,0.11095,0.039,0.0788,0.0503,0.07385,0.20085,0.2666,0.2579,0.31465,0.73728526,0.39840043,0.6735886,-0.5319275,0.38530067,-13.960477,0.44880084601278725,-8.069035,-0.2674341,0.35363794770071344,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.63182606740494,-1.2231826904698009]}"
2025,0.10295,0.0353,0.0783,0.04875,0.07095,0.1845,0.25275,0.23025,0.2888,0.7341367,0.38205284,0.65053767,-0.49246475,0.34948653,-13.066704,0.4920534682378275,-7.3213277,-0.28180143,0.3195467771899505,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.62938913498891,-1.225380174844746]}"
2026,0.13125,0.0468,0.09235,0.058,0.0866,0.2241,0.3079,0.2957,0.3523,0.7267153,0.38517395,0.6720385,-0.52403045,0.4176526,-13.738759,0.5590927195804198,-7.75254,-0.2785415,0.3614188170794286,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.11351742718414,-1.5528272468586815]}"
2027,0.1392,0.0496,0.0924,0.0559,0.0906,0.2425,0.3231,0.3157,0.3697,0.7284424,0.38799736,0.6991389,-0.5471698,0.44710875,-13.37793,0.3071134259387236,-6.919147,-0.31821248,0.39398418093110976,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.05728860879812,-1.597437958748325]}"
2028,0.102,0.0355,0.0819,0.0507,0.072,0.1934,0.262,0.2381,0.2926,0.74049705,0.40017644,0.648892,-0.488125,0.3563641,-14.965701,0.47560361282478425,-8.9142275,-0.25341254,0.33435311642401366,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.63848529734086,-1.1880080821076402]}"
2029,0.1186,0.04225,0.0922,0.06535,0.08145,0.1924,0.2554,0.25295,0.30385,0.7137534,0.36159334,0.5893811,-0.46573955,0.34388366,-14.328128,0.34428583492234566,-7.671557,-0.30257574,0.3967187249908939,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.10604398903,-1.5351957030151093]}"
2030,0.10305,0.03575,0.07935,0.05265,0.07105,0.1738,0.2347,0.21585,0.26325,0.71581876,0.3537159,0.6078212,-0.46239835,0.3185426,-14.691972,0.388532524691513,-7.6416993,-0.31567907,0.365202738561039,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.62494079120746,-1.2126259332870228]}"
2031,0.1338,0.0497,0.09285,0.0626,0.0909,0.22215,0.29745,0.26665,0.3328,0.6857911,0.33175176,0.6197418,-0.48344922,0.36909857,-14.153981,0.45648741726048314,-8.975245,-0.22390442,0.38437998688692687,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.22946353006961,-0.9945615745860736]}"
2032,0.1218,0.0413,0.0892,0.0551,0.0815,0.219,0.2995,0.2961,0.3478,0.75518674,0.4170854,0.6862187,-0.53698415,0.42469454,-13.753389,0.3751706231382599,-6.647601,-0.34830603,0.3034039898126424,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.07782742301069,-1.5690887305440866]}"
2033,0.1567,0.0529,0.1027,0.0598,0.1005,0.2738,0.3683,0.3492,0.4183,0.7368814,0.38051,0.7075795,-0.54547465,0.47755778,-13.180002,0.3726230582202277,-7.1265965,-0.2981004,0.32291133852939424,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.0884597837082,-1.5698911357347896]}"
2034,0.1208,0.0457,0.0924,0.0619,0.0856,0.2067,0.26885,0.2521,0.29945,0.69308263,0.35210508,0.60573244,-0.4635704,0.35049137,-13.95335,0.44774930860295115,-8.716222,-0.23102015,0.448501569003259,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.2199840237086,-1.0185634092598674]}"
2035,0.1386,0.0519,0.0912,0.0604,0.091,0.2391,0.3261,0.2853,0.3772,0.6921708,0.34607214,0.6505641,-0.5155378,0.3989003,-13.103041,0.3694566217329722,-7.21118,-0.29003626,0.37023093936637896,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.07083813737432,-1.6017759834629326]}"
2036,0.1266,0.0487,0.0967,0.0665,0.0902,0.21705,0.2967,0.2897,0.344,0.71217495,0.3917848,0.6266143,-0.49948242,0.39103013,-13.212174,0.404926424388492,-7.096722,-0.3011218,0.32680078544023416,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.16431497054295,-1.6200361155699357]}"
2037,0.1239,0.0429,0.0872,0.0551,0.0837,0.2135,0.2823,0.259,0.3179,0.7157999,0.35283366,0.64915633,-0.49624494,0.37569094,-12.783356,0.4048312232689497,-6.3420835,-0.3367908,0.41859748506855965,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.12990612715141,-1.5588191625328605]}"
2038,0.112,0.0426,0.0887,0.0567,0.0824,0.1989,0.2643,0.25425,0.30145,0.71298635,0.38839588,0.6353111,-0.4827234,0.36540475,-13.798305,0.4006746446523337,-7.096937,-0.3207126,0.40747951581990627,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.11048070332579,-1.5311407269661466]}"
2039,0.1037,0.038,0.0769,0.0501,0.0742,0.1938,0.2593,0.2376,0.2977,0.72423804,0.39232346,0.6517205,-0.5109698,0.35705218,-13.164709,0.38410221243807285,-7.2920976,-0.2870737,0.3784189044802749,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.63866801355942,-1.1904335189843598]}"
2040,0.1395,0.0508,0.0941,0.0569,0.0904,0.2384,0.3156,0.2932,0.3595,0.7046512,0.3552114,0.67495,-0.51407176,0.41695094,-14.083169,0.49625899367814935,-8.186742,-0.26477104,0.4019065126963266,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.05829625926594,-1.6053625123106603]}"
2041,0.1329,0.0453,0.0948,0.0602,0.09,0.2423,0.3206,0.2855,0.3636,0.7261185,0.36472273,0.6517211,-0.5014462,0.39960977,-12.892224,0.4175390020728713,-7.229793,-0.28140473,0.3002262619303444,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.08754000903913,-1.5988679338801486]}"
2042,0.126,0.0428,0.09445,0.05875,0.0885,0.22985,0.31155,0.29605,0.3591,0.74738085,0.40291435,0.66882753,-0.5162612,0.41641322,-12.45112,0.3610548495405581,-5.91762,-0.35568583,0.38144907860120725,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.0826026119668,-1.5769797175761089]}"
2043,0.1202,0.0468,0.0943,0.0637,0.0865,0.2008,0.2712,0.2408,0.3113,0.674548,0.334072,0.5816092,-0.4371829,0.33020508,-14.127724,0.35689416394918777,-8.281242,-0.2608992,0.40254905345988234,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.22186815663451,-0.9789479565113053]}"
2044,0.1284,0.0445,0.0884,0.0576,0.0857,0.2198,0.2976,0.2847,0.3469,0.72964764,0.37835878,0.6634531,-0.5261324,0.40442836,-13.379346,0.3567766993230094,-7.062423,-0.30902037,0.37781005753129193,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.08377423243414,-1.5778539668166969]}"
2045,0.0989,0.0359,0.07795,0.04945,0.07055,0.1776,0.2404,0.2085,0.27705,0.7062193,0.3565387,0.61659235,-0.45575142,0.31476352,-12.739348,0.3819823848350765,-6.2302213,-0.3431352,0.3293237987521304,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.62779725594449,-1.187466493177173]}"
2046,0.1281,0.04435,0.08885,0.05705,0.0861,0.2243,0.3053,0.27995,0.36065,0.7264878,0.3721358,0.66142434,-0.518167,0.39946234,-12.769854,0.4250182042772437,-6.6548214,-0.31480744,0.35624456518070957,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.07933595143753,-1.5749307808528152]}"
2047,0.1063,0.0382,0.08115,0.052,0.07785,0.2006,0.26725,0.22345,0.30755,0.7080069,0.35526916,0.622436,-0.46717006,0.33164614,-14.309415,0.49409573996316425,-7.5948095,-0.30654386,0.4170265310356154,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.60972955195886,-1.2136461541897217]}"
2048,0.1311,0.0464,0.0971,0.0598,0.0834,0.2325,0.313,0.2702,0.35735,0.7068857,0.3466235,0.6375758,-0.4712769,0.38024098,-13.338193,0.4323472444035967,-7.58916,-0.2747138,0.3683009143792777,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.13863982588506,-1.5588062460850236]}"
2049,0.0987,0.0356,0.0797,0.0504,0.0734,0.1767,0.2387,0.2216,0.2757,0.7231726,0.38370275,0.62941176,-0.47095916,0.3326425,-13.559166,0.41110037770794605,-7.36957,-0.29574633,0.3952953035510139,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.61422865951518,-1.152287734089245]}"
2050,0.13655,0.0451,0.09045,0.0562,0.08895,0.25795,0.35065,0.3358,0.40195,0.7631924,0.42182705,0.7132653,-0.57560116,0.47017935,-13.208353,0.34842604578767755,-7.0586133,-0.3034366,0.35849523423060603,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.08934234043443,-1.574975252137688]}"
2051,0.09055,0.0309,0.07435,0.049,0.06545,0.16625,0.22415,0.186,0.2542,0.7150761,0.34514555,0.5829787,-0.4288458,0.27959186,-13.647555,0.4220666110153246,-7.414338,-0.2959476,0.3381388805669907,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.62449409502184,-1.1373804401783765]}"
2052,0.0969,0.0345,0.0839,0.0544,0.0723,0.1856,0.251,0.2414,0.2905,0.7499094,0.42713568,0.6321839,-0.48416847,0.3524755,-13.018606,0.32664614942630976,-7.617124,-0.2617539,0.3134404883046962,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.62731760928737,-1.1692016187896848]}"
2053,0.13295,0.04605,0.09325,0.05975,0.0909,0.24365,0.332,0.2924,0.37205,0.7278771,0.3748678,0.660656,-0.5164009,0.40952298,-12.761167,0.4563367312420539,-6.679991,-0.31279907,0.3505513085154064,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.08463178138128,-1.572306460847064]}"
2054,0.1387,0.0474,0.0945,0.06235,0.0907,0.25985,0.3465,0.3036,0.3915,0.72991455,0.37282392,0.65924305,-0.52524495,0.41789365,-13.086628,0.41079343212144437,-7.0086756,-0.30245638,0.4177345702727771,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.10220215043695,-1.531982760550141]}"
2055,0.1212,0.0444,0.09135,0.0578,0.0873,0.21145,0.27595,0.2686,0.3216,0.71629393,0.3781426,0.6458333,-0.4924295,0.3826234,-13.22899,0.4159603268736305,-7.307282,-0.2883536,0.29415399026681044,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.2550613753338,-1.0100649019159733]}"
2056,0.093,0.0328,0.0779,0.0513,0.0679,0.17,0.234,0.1968,0.2619,0.71428573,0.35817802,0.5864571,-0.43283582,0.29173905,-11.886173,0.5274229649835362,-5.514408,-0.3661812,0.3802650382200703,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.60920307554683,-1.2127071268300922]}"
2057,0.1382,0.05005,0.09795,0.0617,0.0939,0.22965,0.29995,0.25895,0.34465,0.6760518,0.3040413,0.6151567,-0.45110676,0.36053738,-13.91724,0.44526234380037977,-7.781093,-0.28279346,0.2860347509811554,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.06232659532847,-1.6064272569656457]}"
2058,0.1065,0.0415,0.085,0.0541,0.0749,0.1844,0.24885,0.22965,0.2842,0.6938964,0.36635432,0.61867845,-0.45971715,0.33598086,-14.123367,0.4360414612775827,-7.8104644,-0.28781578,0.44026498112039647,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.59567683086712,-1.1987109589290001]}"
2059,0.1185,0.04235,0.0948,0.06355,0.08385,0.2154,0.29045,0.2774,0.3286,0.7351055,0.40136397,0.62721807,-0.4905964,0.3814436,-13.745072,0.38076436845602757,-7.955263,-0.26680738,0.3139947264559311,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.21960394437967,-1.0137204988375894]}"
2060,0.10235,0.0356,0.08635,0.0561,0.0754,0.18785,0.24355,0.24125,0.2802,0.74282104,0.40424913,0.6226669,-0.4728327,0.34831002,-13.622,0.43054231064698456,-7.2252903,-0.3068365,0.38076679395829416,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.59893404272191,-1.2009381993603738]}"
2061,0.119,0.0414,0.0964,0.0594,0.0848,0.2165,0.2842,0.26055,0.3195,0.7257824,0.3729416,0.628692,-0.4598683,0.36797974,-13.833942,0.3847743297065591,-7.8324637,-0.27699465,0.38001042642394545,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.21209544401523,-0.9960508526835005]}"
2062,0.1285,0.046,0.0955,0.05855,0.08855,0.23475,0.32435,0.2907,0.3693,0.72675973,0.38692746,0.6647101,-0.5054376,0.41003826,-14.318059,0.39363750189212965,-8.2878895,-0.26675144,0.39453375439188143,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.10441808778032,-1.569745040166421]}"
2063,0.1032,0.0373,0.0775,0.0491,0.0686,0.1819,0.24105,0.23345,0.2773,0.72446907,0.3869003,0.65245086,-0.50152755,0.353364,-13.094292,0.3952000971658312,-6.817519,-0.3152286,0.3662004399475253,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.63138323569011,-1.1902816484325116]}"
2064,0.094,0.0329,0.07875,0.0524,0.06935,0.1719,0.22815,0.2132,0.2627,0.732629,0.38802084,0.60542166,-0.46052408,0.31504703,-13.162804,0.36992870218214097,-6.706344,-0.324949,0.3069299487346626,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.6140731034633,-1.2122562364861207]}"
2065,0.1115,0.0384,0.0869,0.05865,0.08055,0.20625,0.27655,0.25625,0.311,0.73935175,0.39360976,0.6275008,-0.49351594,0.3637256,-13.485976,0.40177224638000375,-8.611042,-0.22061503,0.3626054073705216,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.26596389063266,-1.0062472948499113]}"
2066,0.1204,0.0415,0.0865,0.0568,0.0813,0.205,0.2834,0.2463,0.315,0.7116053,0.34333244,0.6252062,-0.48016828,0.35394096,-13.750679,0.34795004239821026,-6.8594804,-0.33435932,0.40307320632626187,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.22938896379485,-0.977866748754151]}"
2067,0.12395,0.04755,0.09215,0.05655,0.0867,0.21395,0.29125,0.26705,0.3398,0.69771135,0.36598465,0.65049446,-0.48691535,0.38337785,-12.3853245,0.33852473587797505,-6.1757746,-0.33454645,0.37230064522580264,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.12877647684816,-1.5277464489120876]}"
2068,0.11035,0.0386,0.08555,0.0546,0.074,0.1987,0.2592,0.2361,0.303,0.7189661,0.36296725,0.624355,-0.46805534,0.34431517,-12.366981,0.4128276022154935,-7.037039,-0.27468237,0.3652555254620662,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.59150565772745,-1.200656252267496]}"
2069,0.1736,0.0635,0.0941,0.063,0.0896,0.24,0.3116,0.3009,0.3561,0.65148187,0.2682824,0.653751,-0.5235443,0.41306865,-13.394225,0.3582703440741947,-7.487061,-0.2828927,0.30785466355187197,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[102.48187002388691,-1.6514458758746335]}"
2070,0.11655,0.04095,0.09805,0.0596,0.0861,0.2266,0.30885,0.3062,0.34425,0.7640789,0.4486103,0.6741389,-0.51490414,0.42723492,-14.238744,0.4406372454113125,-9.037154,-0.22347535,0.2927835025910864,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.22359401447112,-0.9979425751026897]}"
2071,0.1064,0.0374,0.0811,0.0524,0.0724,0.1925,0.2592,0.2521,0.296,0.74162346,0.4064156,0.6558292,-0.51320523,0.37234306,-13.192519,0.3741611064782546,-7.0262275,-0.3049789,0.3095717264539945,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[103.62894088318667,-1.1892593194634973]}"
2072,0.1198,0.0428,0.095,0.0648,0.0883,0.20945,0.2827,0.2669,0.3252,0.7236035,0.38039824,0.6092855,-0.4749931,0.3644944,-13.048311,0.46396303984654236,-7.4532146,-0.27291122,0.2862212947883336,2,,,"{""geodesic"":false,""type"":""Point"",""coordinates"":[104.13809909743652,-1.6266303229414063]}"
